<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SET100,20150605,14:53:00,2198.77,2200.07,2198.77,2200.07,5449000
SET100,20150605,14:54:00,2200.84,2200.84,2199.33,2199.33,5194000
SET100,20150605,14:55:00,2199.44,2200.48,2199.32,2199.32,17244000
SET100,20150605,14:56:00,2199.89,2201.57,2199.89,2200.22,21693000
SET100,20150605,14:57:00,2200.26,2201.40,2200.26,2201.40,10898000
SET100,20150605,14:58:00,2201.47,2202.40,2201.47,2202.40,4054000
SET100,20150605,14:59:00,2202.09,2202.09,2200.94,2200.94,1518000
SET100,20150605,15:00:00,2201.08,2201.93,2200.64,2200.64,1471000
SET100,20150605,15:01:00,2201.05,2201.91,2201.05,2201.40,2339000
SET100,20150605,15:02:00,2201.67,2202.43,2200.71,2200.71,2087000
SET100,20150605,15:03:00,2202.77,2202.77,2201.12,2201.12,4435000
SET100,20150605,15:04:00,2202.63,2202.63,2201.83,2201.83,8460000
SET100,20150605,15:05:00,2201.18,2201.18,2199.99,2199.99,4192000
SET100,20150605,15:06:00,2201.02,2202.08,2201.02,2201.83,2825000
SET100,20150605,15:07:00,2202.20,2203.88,2202.20,2203.88,5391000
SET100,20150605,15:08:00,2203.76,2204.23,2203.21,2204.23,11385000
SET100,20150605,15:09:00,2203.55,2204.73,2203.55,2203.91,33560000
SET100,20150605,15:10:00,2204.41,2205.31,2203.83,2203.83,2612000
SET100,20150605,15:11:00,2204.06,2204.77,2203.77,2204.77,11357000
SET100,20150605,15:12:00,2204.63,2204.93,2204.37,2204.93,15253000
SET100,20150605,15:13:00,2204.79,2204.79,2203.69,2203.69,5874000
SET100,20150605,15:14:00,2204.68,2205.90,2204.68,2205.90,11223000
SET100,20150605,15:15:00,2205.35,2205.50,2204.02,2205.50,3118000
SET100,20150605,15:16:00,2205.81,2205.81,2204.25,2204.88,4126000
SET100,20150605,15:17:00,2204.35,2204.98,2204.35,2204.98,5638000
SET100,20150605,15:18:00,2205.68,2206.00,2204.20,2206.00,2910000
SET100,20150605,15:19:00,2204.94,2205.41,2204.81,2205.36,3248000
SET100,20150605,15:20:00,2205.10,2205.76,2204.37,2205.76,2860000
SET100,20150605,15:21:00,2205.45,2205.71,2205.45,2205.58,3751000
SET100,20150605,15:22:00,2205.37,2205.37,2203.98,2205.10,1123000
SET100,20150605,15:23:00,2205.00,2205.63,2204.99,2204.99,2779000
SET100,20150605,15:24:00,2205.35,2205.93,2205.35,2205.93,3180000
SET100,20150605,15:25:00,2206.13,2206.13,2205.32,2206.07,3357000
SET100,20150605,15:26:00,2206.03,2207.18,2206.03,2206.53,4635000
SET100,20150605,15:27:00,2204.62,2206.23,2204.62,2206.23,3764000
SET100,20150605,15:28:00,2206.06,2206.71,2205.70,2206.71,2015000
SET100,20150605,15:29:00,2206.91,2207.87,2206.62,2207.62,15742000
SET100,20150605,15:30:00,2209.36,2209.36,2207.81,2208.19,3564000
SET100,20150605,15:31:00,2208.13,2209.46,2208.13,2209.39,5510000
SET100,20150605,15:32:00,2208.57,2208.57,2207.44,2208.47,3862000
SET100,20150605,15:33:00,2208.98,2210.91,2208.98,2210.91,3885000
SET100,20150605,15:34:00,2209.61,2210.81,2209.61,2209.88,5854000
SET100,20150605,15:35:00,2210.30,2210.57,2209.59,2210.57,3604000
SET100,20150605,15:36:00,2209.66,2211.25,2209.66,2210.83,3272000
SET100,20150605,15:37:00,2209.76,2210.16,2208.88,2210.16,2566000
SET100,20150605,15:38:00,2209.36,2210.00,2209.04,2209.04,2790000
SET100,20150605,15:39:00,2209.06,2210.47,2208.54,2209.60,8303000
SET100,20150605,15:40:00,2209.78,2211.67,2209.78,2211.20,3593000
SET100,20150605,15:41:00,2210.27,2211.22,2210.05,2210.20,3018000
SET100,20150605,15:42:00,2210.48,2211.08,2210.17,2210.17,6156000
SET100,20150605,15:43:00,2210.65,2210.67,2210.37,2210.51,8546000
SET100,20150605,15:44:00,2209.99,2210.92,2209.99,2210.92,7607000
SET100,20150605,15:45:00,2211.59,2211.59,2210.07,2210.07,2871000
SET100,20150605,15:46:00,2210.40,2210.40,2209.85,2210.03,4739000
SET100,20150605,15:47:00,2210.99,2211.55,2210.94,2210.94,3775000
SET100,20150605,15:48:00,2211.37,2213.38,2211.37,2213.38,23421000
SET100,20150605,15:49:00,2212.66,2212.66,2210.68,2210.86,6674000
SET100,20150605,15:50:00,2209.93,2211.17,2209.77,2209.77,4817000
SET100,20150605,15:51:00,2210.78,2211.01,2210.19,2210.19,3503000
SET100,20150605,15:52:00,2208.83,2210.20,2208.83,2210.20,2333000
SET100,20150605,15:53:00,2210.58,2210.68,2209.95,2210.07,5187000
SET100,20150605,15:54:00,2210.67,2211.13,2210.67,2210.70,3351000
SET100,20150605,15:55:00,2209.93,2210.81,2209.93,2210.81,4036000
SET100,20150605,15:56:00,2209.52,2210.86,2209.52,2210.86,2426000
SET100,20150605,15:57:00,2211.44,2212.80,2210.93,2212.80,5555000
SET100,20150605,15:58:00,2211.54,2212.56,2210.99,2211.85,1750000
SET100,20150605,15:59:00,2212.20,2212.56,2211.59,2211.59,2502000
SET100,20150605,16:00:00,2210.29,2210.84,2209.70,2210.84,15761000
SET100,20150605,16:01:00,2212.35,2212.35,2211.38,2211.60,5956000
SET100,20150605,16:02:00,2210.68,2211.11,2210.68,2211.11,2787000
SET100,20150605,16:03:00,2211.55,2211.80,2210.11,2211.39,8308000
SET100,20150605,16:04:00,2210.97,2211.21,2210.95,2211.21,5557000
SET100,20150605,16:05:00,2211.19,2211.19,2209.88,2209.88,29200000
SET100,20150605,16:06:00,2209.17,2210.78,2209.17,2210.78,8678000
SET100,20150605,16:07:00,2210.52,2210.52,2209.00,2209.00,3101000
SET100,20150605,16:08:00,2210.11,2210.88,2209.04,2210.41,8735000
SET100,20150605,16:09:00,2209.97,2210.69,2209.97,2210.10,3858000
SET100,20150605,16:10:00,2210.21,2211.20,2209.98,2211.17,2072000
SET100,20150605,16:11:00,2209.94,2211.10,2209.89,2210.87,3039000
SET100,20150605,16:12:00,2210.45,2211.78,2210.45,2211.78,8990000
SET100,20150605,16:13:00,2211.16,2211.16,2210.07,2210.86,4951000
SET100,20150605,16:14:00,2210.75,2211.77,2210.61,2211.77,4880000
SET100,20150605,16:15:00,2212.14,2212.57,2211.15,2212.57,3531000
SET100,20150605,16:16:00,2210.06,2211.25,2210.06,2211.25,3480000
SET100,20150605,16:17:00,2211.35,2212.55,2211.35,2212.55,3595000
SET100,20150605,16:18:00,2212.11,2212.37,2211.03,2211.66,3649000
SET100,20150605,16:19:00,2212.07,2213.73,2212.07,2213.73,6457000
SET100,20150605,16:20:00,2213.59,2213.59,2212.07,2212.07,15877000
SET100,20150605,16:21:00,2212.46,2213.45,2212.13,2212.13,12378000
SET100,20150605,16:22:00,2212.09,2212.83,2210.92,2210.92,3994000
SET100,20150605,16:23:00,2210.72,2210.74,2210.39,2210.39,6154000
SET100,20150605,16:24:00,2211.47,2211.47,2210.30,2210.30,13745000
SET100,20150605,16:25:00,2211.07,2211.07,2209.44,2210.90,7724000
SET100,20150605,16:26:00,2210.32,2212.42,2209.95,2212.22,13743000
SET100,20150605,16:27:00,2211.93,2212.91,2210.08,2212.91,19401000
SET100,20150605,16:28:00,2211.13,2212.84,2211.13,2212.84,9783000
SET100,20150605,16:29:00,2214.23,2214.23,2213.46,2213.46,7120000
SET100,20150605,16:30:00,2213.28,2214.93,2211.27,2211.27,11349000
SET100,20150605,16:31:00,2210.40,2210.40,2210.40,2210.40,2970000
SET100,20150605,16:32:00,2210.40,2210.40,2210.40,2210.40,0
SET100,20150605,16:33:00,2210.40,2210.40,2210.40,2210.40,0
SET100,20150605,16:34:00,2210.40,2210.40,2210.40,2210.40,0
SET100,20150605,16:35:00,2210.40,2210.40,2210.40,2210.40,240000
SET100,20150605,16:36:00,2210.40,2210.40,2210.40,2210.40,0
SET100,20150605,16:37:00,2210.40,2210.40,2210.40,2210.40,0
SET100,20150605,16:38:00,2210.40,2210.40,2210.40,2210.40,0
SET100,20150605,16:39:00,2210.40,2210.40,2210.40,2210.40,0
SET100,20150605,16:40:00,2210.40,2211.67,2210.40,2211.67,188138000
SET100,20150608,10:01:00,2210.71,2210.71,2208.96,2208.96,48495000
SET100,20150608,10:02:00,2208.50,2208.50,2207.49,2207.80,6450000
SET100,20150608,10:03:00,2208.09,2208.09,2206.96,2206.96,1998000
SET100,20150608,10:04:00,2207.22,2207.94,2207.22,2207.78,3073000
SET100,20150608,10:05:00,2207.63,2207.63,2206.39,2206.39,18170000
SET100,20150608,10:06:00,2207.17,2207.78,2206.62,2207.54,10909000
SET100,20150608,10:07:00,2207.24,2207.28,2206.70,2207.28,7514000
SET100,20150608,10:08:00,2205.90,2205.90,2205.08,2205.08,6697000
SET100,20150608,10:09:00,2204.44,2205.38,2203.90,2205.38,27395000
SET100,20150608,10:10:00,2204.35,2205.35,2204.35,2205.08,8883000
SET100,20150608,10:11:00,2204.62,2205.09,2204.09,2205.08,3399000
SET100,20150608,10:12:00,2204.46,2204.97,2204.11,2204.97,1667000
SET100,20150608,10:13:00,2204.62,2204.62,2203.25,2203.35,14426000
SET100,20150608,10:14:00,2202.91,2203.37,2202.91,2203.37,3940000
SET100,20150608,10:15:00,2204.30,2204.30,2203.41,2204.22,6743000
SET100,20150608,10:16:00,2204.14,2206.48,2204.14,2206.48,2146000
SET100,20150608,10:17:00,2205.70,2206.51,2205.70,2206.42,2702000
SET100,20150608,10:18:00,2207.12,2207.66,2206.82,2207.37,15281000
SET100,20150608,10:19:00,2207.40,2208.33,2207.40,2208.33,2245000
SET100,20150608,10:20:00,2208.99,2209.80,2208.99,2209.17,5900000
SET100,20150608,10:21:00,2209.40,2209.40,2208.24,2208.87,4278000
SET100,20150608,10:22:00,2208.72,2210.39,2208.72,2210.39,3614000
SET100,20150608,10:23:00,2210.60,2210.60,2209.41,2209.58,2986000
SET100,20150608,10:24:00,2210.73,2210.73,2209.73,2209.73,9436000
SET100,20150608,10:25:00,2208.51,2210.00,2208.06,2210.00,18563000
SET100,20150608,10:26:00,2209.13,2210.37,2209.13,2209.84,4311000
SET100,20150608,10:27:00,2209.78,2210.93,2209.21,2209.21,6067000
SET100,20150608,10:28:00,2209.46,2209.89,2209.19,2209.19,9899000
SET100,20150608,10:29:00,2209.97,2209.97,2208.23,2208.23,4695000
SET100,20150608,10:30:00,2209.34,2210.06,2208.94,2209.14,3127000
SET100,20150608,10:31:00,2209.34,2209.43,2208.74,2208.74,1805000
SET100,20150608,10:32:00,2209.09,2209.09,2207.22,2207.22,6672000
SET100,20150608,10:33:00,2207.66,2209.11,2206.75,2209.11,4684000
SET100,20150608,10:34:00,2208.69,2209.39,2208.51,2208.51,2021000
SET100,20150608,10:35:00,2208.55,2208.55,2207.54,2207.54,1769000
SET100,20150608,10:36:00,2207.84,2207.84,2207.51,2207.51,5289000
SET100,20150608,10:37:00,2207.51,2208.10,2206.91,2208.10,2069000
SET100,20150608,10:38:00,2208.18,2208.99,2208.18,2208.47,7401000
SET100,20150608,10:39:00,2209.34,2210.32,2209.33,2210.32,12925000
SET100,20150608,10:40:00,2209.48,2210.23,2209.48,2209.96,3036000
SET100,20150608,10:41:00,2209.79,2210.76,2209.79,2210.50,7161000
SET100,20150608,10:42:00,2211.26,2211.55,2210.94,2211.23,2490000
SET100,20150608,10:43:00,2210.96,2211.69,2210.57,2211.19,2792000
SET100,20150608,10:44:00,2211.85,2213.18,2211.85,2213.18,7975000
SET100,20150608,10:45:00,2213.19,2213.19,2211.37,2211.37,3546000
SET100,20150608,10:46:00,2211.19,2212.77,2211.19,2212.77,3587000
SET100,20150608,10:47:00,2212.24,2212.44,2211.93,2211.93,6314000
SET100,20150608,10:48:00,2212.51,2213.33,2212.51,2213.02,3540000
SET100,20150608,10:49:00,2212.63,2212.63,2211.93,2212.23,2165000
SET100,20150608,10:50:00,2211.58,2213.06,2211.58,2213.06,1535000
SET100,20150608,10:51:00,2213.18,2213.70,2213.18,2213.70,8367000
SET100,20150608,10:52:00,2213.81,2214.13,2213.29,2214.13,26177000
SET100,20150608,10:53:00,2214.92,2215.88,2214.92,2215.88,5532000
SET100,20150608,10:54:00,2216.24,2216.24,2214.03,2214.03,5735000
SET100,20150608,10:55:00,2214.65,2215.28,2213.96,2213.96,5428000
SET100,20150608,10:56:00,2215.35,2215.35,2214.47,2214.47,2933000
SET100,20150608,10:57:00,2214.93,2215.63,2214.93,2215.06,2507000
SET100,20150608,10:58:00,2214.90,2215.26,2213.74,2215.07,1472000
SET100,20150608,10:59:00,2214.69,2215.13,2213.81,2215.13,1802000
SET100,20150608,11:00:00,2214.71,2214.87,2213.93,2214.38,1753000
SET100,20150608,11:01:00,2213.98,2214.72,2213.95,2214.52,12113000
SET100,20150608,11:02:00,2215.13,2215.13,2214.48,2214.48,2278000
SET100,20150608,11:03:00,2215.41,2215.41,2213.37,2213.37,1361000
SET100,20150608,11:04:00,2213.35,2213.91,2212.92,2213.04,6231000
SET100,20150608,11:05:00,2213.63,2213.63,2213.14,2213.50,6204000
SET100,20150608,11:06:00,2213.22,2214.46,2213.12,2213.12,6287000
SET100,20150608,11:07:00,2213.12,2213.70,2213.12,2213.31,8067000
SET100,20150608,11:08:00,2212.74,2212.93,2212.00,2212.00,8751000
SET100,20150608,11:09:00,2212.31,2213.23,2212.13,2213.23,6888000
SET100,20150608,11:10:00,2212.98,2213.03,2212.39,2212.58,3243000
SET100,20150608,11:11:00,2211.79,2212.27,2211.79,2212.27,7683000
SET100,20150608,11:12:00,2211.68,2212.63,2211.68,2212.11,6234000
SET100,20150608,11:13:00,2211.07,2211.07,2210.55,2210.55,3275000
SET100,20150608,11:14:00,2209.37,2210.92,2209.37,2209.47,12141000
SET100,20150608,11:15:00,2209.37,2209.37,2207.45,2207.65,3638000
SET100,20150608,11:16:00,2207.18,2208.13,2206.73,2206.73,7237000
SET100,20150608,11:17:00,2207.40,2207.40,2206.25,2206.25,4469000
SET100,20150608,11:18:00,2206.47,2206.95,2206.28,2206.95,2714000
SET100,20150608,11:19:00,2206.90,2206.90,2205.56,2206.28,9257000
SET100,20150608,11:20:00,2205.55,2206.09,2205.55,2206.09,4223000
SET100,20150608,11:21:00,2205.30,2205.66,2205.08,2205.26,2998000
SET100,20150608,11:22:00,2205.54,2206.88,2205.54,2206.88,1122000
SET100,20150608,11:23:00,2206.49,2208.74,2206.49,2207.73,1846000
SET100,20150608,11:24:00,2208.33,2208.33,2207.46,2207.99,2928000
SET100,20150608,11:25:00,2207.73,2207.88,2206.87,2207.88,3695000
SET100,20150608,11:26:00,2207.86,2207.86,2206.78,2207.78,3134000
SET100,20150608,11:27:00,2207.24,2207.54,2207.24,2207.54,539000
SET100,20150608,11:28:00,2207.52,2208.03,2207.17,2207.44,3975000
SET100,20150608,11:29:00,2207.27,2207.76,2206.81,2207.76,4405000
SET100,20150608,11:30:00,2207.36,2207.88,2206.56,2207.88,3769000
SET100,20150608,11:31:00,2208.46,2208.71,2208.01,2208.01,2189000
SET100,20150608,11:32:00,2209.23,2209.32,2209.02,2209.20,1590000
SET100,20150608,11:33:00,2208.54,2208.54,2207.83,2208.18,871000
SET100,20150608,11:34:00,2208.22,2208.45,2207.93,2207.93,2538000
SET100,20150608,11:35:00,2208.16,2208.16,2207.10,2207.41,2135000
SET100,20150608,11:36:00,2207.34,2209.42,2207.34,2209.23,3654000
SET100,20150608,11:37:00,2208.63,2208.64,2207.92,2207.92,3352000
SET100,20150608,11:38:00,2208.06,2208.87,2208.06,2208.68,822000
SET100,20150608,11:39:00,2208.34,2208.58,2207.83,2208.58,2042000
SET100,20150608,11:40:00,2209.16,2210.37,2209.16,2210.37,27370000
SET100,20150608,11:41:00,2209.79,2209.79,2208.87,2209.37,1518000
SET100,20150608,11:42:00,2208.93,2209.10,2208.32,2208.32,765000
SET100,20150608,11:43:00,2208.67,2209.79,2208.67,2209.79,14625000
SET100,20150608,11:44:00,2209.04,2209.04,2208.52,2208.52,2771000
SET100,20150608,11:45:00,2208.24,2208.24,2206.12,2206.91,5704000
SET100,20150608,11:46:00,2207.97,2208.53,2207.82,2208.30,1026000
SET100,20150608,11:47:00,2208.82,2208.99,2206.75,2206.75,1980000
SET100,20150608,11:48:00,2206.52,2207.22,2205.91,2207.22,13153000
SET100,20150608,11:49:00,2206.40,2206.91,2205.97,2206.46,4667000
SET100,20150608,11:50:00,2206.25,2206.60,2205.05,2205.05,1599000
SET100,20150608,11:51:00,2205.28,2205.64,2203.45,2204.78,2067000
SET100,20150608,11:52:00,2204.84,2204.84,2204.01,2204.44,4920000
SET100,20150608,11:53:00,2205.11,2205.11,2203.77,2203.77,1616000
SET100,20150608,11:54:00,2203.88,2203.88,2203.23,2203.23,1260000
SET100,20150608,11:55:00,2203.39,2203.61,2202.99,2203.61,8619000
SET100,20150608,11:56:00,2204.25,2204.26,2203.69,2204.06,10091000
SET100,20150608,11:57:00,2203.36,2203.36,2202.39,2202.39,3194000
SET100,20150608,11:58:00,2202.57,2202.99,2202.43,2202.99,2284000
SET100,20150608,11:59:00,2201.84,2203.70,2201.84,2203.70,8965000
SET100,20150608,12:00:00,2204.25,2205.02,2203.09,2203.09,2451000
SET100,20150608,12:01:00,2202.53,2202.76,2202.53,2202.76,3081000
SET100,20150608,12:02:00,2203.03,2204.15,2203.03,2203.26,2562000
SET100,20150608,12:03:00,2204.66,2204.66,2203.90,2203.90,1776000
SET100,20150608,12:04:00,2203.48,2204.00,2203.11,2204.00,3570000
SET100,20150608,12:05:00,2205.05,2205.32,2204.64,2205.32,6447000
SET100,20150608,12:06:00,2204.39,2204.90,2204.07,2204.19,1775000
SET100,20150608,12:07:00,2204.48,2204.48,2203.12,2203.46,1303000
SET100,20150608,12:08:00,2203.41,2203.41,2202.66,2203.29,2661000
SET100,20150608,12:09:00,2203.41,2203.87,2203.41,2203.87,1487000
SET100,20150608,12:10:00,2203.75,2203.89,2202.58,2203.89,826000
SET100,20150608,12:11:00,2203.57,2203.69,2203.49,2203.49,1085000
SET100,20150608,12:12:00,2203.15,2204.56,2203.15,2204.56,2171000
SET100,20150608,12:13:00,2204.20,2204.20,2202.30,2203.21,1732000
SET100,20150608,12:14:00,2204.12,2204.12,2203.59,2204.12,2192000
SET100,20150608,12:15:00,2204.10,2204.24,2203.00,2203.00,1104000
SET100,20150608,12:16:00,2202.73,2203.21,2202.39,2203.21,1315000
SET100,20150608,12:17:00,2203.01,2203.01,2202.54,2202.82,662000
SET100,20150608,12:18:00,2202.58,2203.60,2202.58,2203.27,1103000
SET100,20150608,12:19:00,2203.33,2204.39,2203.33,2204.26,2512000
SET100,20150608,12:20:00,2203.36,2204.43,2203.36,2203.69,3320000
SET100,20150608,12:21:00,2204.50,2204.67,2202.88,2203.33,679000
SET100,20150608,12:22:00,2203.58,2204.25,2203.40,2204.25,2276000
SET100,20150608,12:23:00,2204.09,2205.40,2204.09,2205.40,3587000
SET100,20150608,12:24:00,2205.02,2205.77,2204.91,2204.91,3417000
SET100,20150608,12:25:00,2204.29,2205.83,2204.29,2205.83,1234000
SET100,20150608,12:26:00,2206.25,2206.25,2205.61,2205.61,1163000
SET100,20150608,12:27:00,2205.71,2206.84,2205.71,2206.24,864000
SET100,20150608,12:28:00,2205.24,2205.24,2204.07,2204.60,3253000
SET100,20150608,12:29:00,2205.75,2206.18,2205.63,2205.63,1383000
SET100,20150608,12:30:00,2205.61,2205.61,2203.83,2205.06,4264000
SET100,20150608,14:26:00,2205.06,2205.06,2205.06,2205.06,0
SET100,20150608,14:27:00,2205.06,2205.06,2205.06,2205.06,0
SET100,20150608,14:28:00,2205.06,2205.06,2205.06,2205.06,0
SET100,20150608,14:29:00,2205.06,2205.06,2203.06,2204.22,15957000
SET100,20150608,14:30:00,2204.21,2204.89,2204.13,2204.89,2127000
SET100,20150608,14:31:00,2205.04,2205.04,2203.51,2203.51,5875000
SET100,20150608,14:32:00,2203.09,2204.28,2203.09,2204.28,576000
SET100,20150608,14:33:00,2203.67,2204.56,2203.46,2203.46,491000
SET100,20150608,14:34:00,2204.27,2204.91,2204.27,2204.91,647000
SET100,20150608,14:35:00,2204.72,2204.72,2204.01,2204.29,6020000
SET100,20150608,14:36:00,2204.77,2205.70,2204.75,2205.44,2922000
SET100,20150608,14:37:00,2205.23,2206.38,2205.23,2206.31,3410000
SET100,20150608,14:38:00,2205.63,2206.54,2205.63,2206.54,1192000
SET100,20150608,14:39:00,2206.64,2206.64,2205.63,2206.59,1819000
SET100,20150608,14:40:00,2206.56,2207.48,2206.56,2207.47,974000
SET100,20150608,14:41:00,2206.07,2208.70,2206.07,2208.70,14730000
SET100,20150608,14:42:00,2208.84,2208.84,2208.44,2208.72,3354000
SET100,20150608,14:43:00,2208.26,2208.82,2208.26,2208.48,1778000
SET100,20150608,14:44:00,2208.15,2209.03,2208.01,2209.03,2729000
SET100,20150608,14:45:00,2208.79,2208.79,2208.01,2208.22,1573000
SET100,20150608,14:46:00,2207.56,2209.38,2207.56,2209.25,666000
SET100,20150608,14:47:00,2208.30,2208.32,2207.92,2208.04,601000
SET100,20150608,14:48:00,2208.76,2208.76,2207.50,2207.50,985000
SET100,20150608,14:49:00,2207.70,2209.48,2207.70,2209.17,7265000
SET100,20150608,14:50:00,2208.13,2208.38,2207.75,2208.38,14178000
SET100,20150608,14:51:00,2208.78,2209.71,2207.45,2207.45,1664000
SET100,20150608,14:52:00,2207.82,2208.99,2207.82,2208.98,1498000
SET100,20150608,14:53:00,2209.15,2210.57,2209.15,2210.57,20439000
SET100,20150608,14:54:00,2209.52,2210.26,2209.52,2209.95,8353000
SET100,20150608,14:55:00,2209.92,2210.05,2209.49,2209.49,2096000
SET100,20150608,14:56:00,2209.97,2209.97,2208.91,2208.91,3999000
SET100,20150608,14:57:00,2208.94,2210.51,2208.94,2210.51,746000
SET100,20150608,14:58:00,2208.93,2208.93,2208.27,2208.54,3722000
SET100,20150608,14:59:00,2209.29,2209.29,2207.71,2207.71,7962000
SET100,20150608,15:00:00,2207.30,2207.30,2206.84,2206.99,2276000
SET100,20150608,15:01:00,2206.76,2207.71,2206.76,2206.97,3271000
SET100,20150608,15:02:00,2206.75,2207.02,2206.74,2207.02,3332000
SET100,20150608,15:03:00,2206.47,2207.04,2206.12,2206.79,1266000
SET100,20150608,15:04:00,2207.17,2207.38,2206.24,2206.24,2877000
SET100,20150608,15:05:00,2206.76,2207.36,2206.27,2207.36,5878000
SET100,20150608,15:06:00,2206.46,2207.49,2206.46,2207.49,1729000
SET100,20150608,15:07:00,2207.38,2207.69,2207.14,2207.14,3361000
SET100,20150608,15:08:00,2206.55,2207.67,2206.48,2206.48,1192000
SET100,20150608,15:09:00,2205.83,2206.36,2205.83,2206.36,3460000
SET100,20150608,15:10:00,2206.75,2206.75,2204.71,2204.71,2085000
SET100,20150608,15:11:00,2206.07,2206.07,2204.86,2205.71,1818000
SET100,20150608,15:12:00,2205.91,2206.36,2205.23,2205.23,3249000
SET100,20150608,15:13:00,2205.44,2206.12,2205.22,2206.12,1310000
SET100,20150608,15:14:00,2205.25,2205.87,2205.03,2205.87,3364000
SET100,20150608,15:15:00,2205.13,2205.14,2204.45,2204.45,1870000
SET100,20150608,15:16:00,2204.88,2205.28,2204.51,2204.51,2270000
SET100,20150608,15:17:00,2204.59,2205.31,2204.04,2204.04,2499000
SET100,20150608,15:18:00,2203.76,2204.96,2203.76,2204.66,3552000
SET100,20150608,15:19:00,2204.15,2205.98,2204.15,2205.73,3501000
SET100,20150608,15:20:00,2203.45,2204.44,2203.45,2203.62,1537000
SET100,20150608,15:21:00,2203.31,2204.95,2203.31,2204.95,1816000
SET100,20150608,15:22:00,2205.49,2205.49,2203.30,2203.30,2050000
SET100,20150608,15:23:00,2202.79,2204.69,2202.79,2204.69,6812000
SET100,20150608,15:24:00,2204.95,2205.41,2204.06,2204.06,2871000
SET100,20150608,15:25:00,2204.27,2204.97,2204.17,2204.97,1745000
SET100,20150608,15:26:00,2205.29,2205.29,2203.70,2205.06,3054000
SET100,20150608,15:27:00,2205.08,2206.41,2204.77,2206.41,3062000
SET100,20150608,15:28:00,2204.68,2205.32,2204.45,2205.32,2354000
SET100,20150608,15:29:00,2204.73,2205.60,2203.92,2205.60,1242000
SET100,20150608,15:30:00,2205.55,2205.73,2204.92,2205.73,6454000
SET100,20150608,15:31:00,2204.97,2205.32,2204.14,2205.32,4392000
SET100,20150608,15:32:00,2204.39,2205.86,2204.39,2205.86,871000
SET100,20150608,15:33:00,2205.01,2205.86,2205.01,2205.86,1069000
SET100,20150608,15:34:00,2206.42,2206.42,2204.44,2204.44,2724000
SET100,20150608,15:35:00,2204.70,2205.77,2204.70,2205.04,1306000
SET100,20150608,15:36:00,2204.95,2206.86,2204.95,2206.53,1402000
SET100,20150608,15:37:00,2204.88,2206.22,2204.88,2205.67,2033000
SET100,20150608,15:38:00,2205.17,2205.55,2205.07,2205.55,999000
SET100,20150608,15:39:00,2205.60,2206.27,2205.38,2205.38,1912000
SET100,20150608,15:40:00,2204.87,2205.46,2204.42,2204.42,838000
SET100,20150608,15:41:00,2202.93,2203.86,2202.93,2203.61,1777000
SET100,20150608,15:42:00,2202.84,2203.52,2202.84,2203.52,3959000
SET100,20150608,15:43:00,2203.79,2203.79,2203.13,2203.13,34760000
SET100,20150608,15:44:00,2203.00,2203.07,2202.32,2202.86,10036000
SET100,20150608,15:45:00,2201.73,2201.81,2200.64,2201.81,2024000
SET100,20150608,15:46:00,2201.52,2202.31,2201.52,2201.85,4415000
SET100,20150608,15:47:00,2201.98,2202.54,2201.88,2202.22,3445000
SET100,20150608,15:48:00,2202.23,2202.23,2201.83,2201.83,2491000
SET100,20150608,15:49:00,2201.20,2202.32,2201.20,2201.88,3501000
SET100,20150608,15:50:00,2202.08,2202.08,2201.59,2201.97,1059000
SET100,20150608,15:51:00,2200.94,2202.28,2200.94,2201.98,1452000
SET100,20150608,15:52:00,2201.31,2201.98,2201.31,2201.71,1230000
SET100,20150608,15:53:00,2201.51,2203.56,2201.51,2203.56,5348000
SET100,20150608,15:54:00,2203.13,2203.13,2202.27,2202.85,1106000
SET100,20150608,15:55:00,2202.90,2203.20,2202.68,2202.68,1657000
SET100,20150608,15:56:00,2202.81,2203.48,2202.22,2202.22,1843000
SET100,20150608,15:57:00,2202.09,2202.54,2202.09,2202.13,806000
SET100,20150608,15:58:00,2202.46,2203.66,2202.42,2202.42,678000
SET100,20150608,15:59:00,2201.93,2202.06,2201.19,2201.19,7468000
SET100,20150608,16:00:00,2201.70,2202.27,2201.58,2202.27,1545000
SET100,20150608,16:01:00,2201.33,2202.87,2201.33,2202.87,2415000
SET100,20150608,16:02:00,2203.46,2203.46,2201.79,2201.96,3044000
SET100,20150608,16:03:00,2201.33,2202.21,2201.33,2202.21,5602000
SET100,20150608,16:04:00,2201.48,2202.07,2201.28,2202.04,4799000
SET100,20150608,16:05:00,2201.23,2201.23,2200.93,2201.14,8049000
SET100,20150608,16:06:00,2200.85,2201.98,2200.85,2201.98,4195000
SET100,20150608,16:07:00,2202.60,2203.35,2202.46,2203.23,1398000
SET100,20150608,16:08:00,2203.88,2203.88,2201.97,2202.33,2936000
SET100,20150608,16:09:00,2202.56,2202.85,2201.57,2201.69,5531000
SET100,20150608,16:10:00,2201.70,2202.31,2201.04,2201.04,1384000
SET100,20150608,16:11:00,2203.82,2203.82,2202.80,2202.96,1625000
SET100,20150608,16:12:00,2202.58,2202.58,2201.74,2201.74,1882000
SET100,20150608,16:13:00,2202.02,2203.45,2201.61,2203.45,1571000
SET100,20150608,16:14:00,2203.24,2203.51,2203.13,2203.31,2745000
