<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SET100,20150428,11:14:00,2257.78,2257.78,2256.80,2257.17,7513000
SET100,20150428,11:15:00,2257.95,2257.95,2256.37,2256.92,4825000
SET100,20150428,11:16:00,2257.15,2257.22,2256.77,2256.77,1435000
SET100,20150428,11:17:00,2257.71,2258.96,2257.38,2257.38,3224000
SET100,20150428,11:18:00,2257.37,2257.37,2256.11,2257.16,2003000
SET100,20150428,11:19:00,2258.11,2258.75,2258.11,2258.68,5140000
SET100,20150428,11:20:00,2258.29,2259.79,2258.29,2258.95,1609000
SET100,20150428,11:21:00,2260.64,2261.46,2260.64,2261.46,3404000
SET100,20150428,11:22:00,2262.08,2262.08,2260.68,2261.04,5472000
SET100,20150428,11:23:00,2261.04,2262.30,2261.04,2261.68,5096000
SET100,20150428,11:24:00,2261.60,2261.82,2261.33,2261.82,24906000
SET100,20150428,11:25:00,2260.65,2260.86,2260.39,2260.39,1882000
SET100,20150428,11:26:00,2261.62,2262.51,2261.55,2261.55,2202000
SET100,20150428,11:27:00,2262.25,2262.25,2260.98,2261.59,2458000
SET100,20150428,11:28:00,2261.71,2262.36,2260.75,2260.75,11284000
SET100,20150428,11:29:00,2260.83,2261.08,2260.45,2261.08,2849000
SET100,20150428,11:30:00,2260.45,2261.35,2260.45,2260.97,2416000
SET100,20150428,11:31:00,2261.74,2261.74,2259.61,2259.94,8740000
SET100,20150428,11:32:00,2260.24,2260.49,2259.62,2259.84,11220000
SET100,20150428,11:33:00,2261.09,2261.09,2260.13,2260.82,8087000
SET100,20150428,11:34:00,2260.99,2262.01,2260.97,2260.97,13874000
SET100,20150428,11:35:00,2260.97,2260.97,2259.84,2260.82,11877000
SET100,20150428,11:36:00,2260.23,2260.63,2260.23,2260.39,1970000
SET100,20150428,11:37:00,2260.93,2260.93,2258.91,2258.91,929000
SET100,20150428,11:38:00,2258.63,2260.07,2258.63,2259.30,1968000
SET100,20150428,11:39:00,2259.66,2259.85,2259.18,2259.85,1003000
SET100,20150428,11:40:00,2259.58,2259.84,2259.31,2259.31,970000
SET100,20150428,11:41:00,2259.28,2259.79,2258.95,2258.95,3364000
SET100,20150428,11:42:00,2259.44,2259.89,2259.26,2259.89,4475000
SET100,20150428,11:43:00,2259.24,2261.65,2259.24,2261.65,3650000
SET100,20150428,11:44:00,2260.34,2261.85,2260.34,2261.17,1937000
SET100,20150428,11:45:00,2261.29,2261.29,2259.53,2260.64,1090000
SET100,20150428,11:46:00,2260.25,2262.19,2260.25,2262.19,1210000
SET100,20150428,11:47:00,2259.91,2260.71,2259.91,2260.09,1314000
SET100,20150428,11:48:00,2260.88,2261.46,2260.88,2261.11,2693000
SET100,20150428,11:49:00,2260.90,2260.90,2259.58,2259.58,2282000
SET100,20150428,11:50:00,2259.15,2261.84,2259.15,2260.41,882000
SET100,20150428,11:51:00,2260.03,2261.58,2260.03,2261.58,978000
SET100,20150428,11:52:00,2259.79,2260.53,2259.79,2260.20,2716000
SET100,20150428,11:53:00,2261.63,2261.63,2259.71,2259.71,1201000
SET100,20150428,11:54:00,2260.51,2261.51,2260.33,2261.51,1771000
SET100,20150428,11:55:00,2260.64,2260.64,2259.53,2259.53,2446000
SET100,20150428,11:56:00,2259.00,2260.20,2259.00,2260.20,2352000
SET100,20150428,11:57:00,2258.41,2260.73,2258.41,2260.73,1990000
SET100,20150428,11:58:00,2259.83,2259.83,2257.76,2258.77,4039000
SET100,20150428,11:59:00,2258.86,2259.33,2257.87,2259.33,5985000
SET100,20150428,12:00:00,2259.06,2259.06,2257.65,2258.34,1636000
SET100,20150428,12:01:00,2257.99,2259.08,2257.65,2259.08,935000
SET100,20150428,12:02:00,2258.02,2258.38,2257.72,2258.26,951000
SET100,20150428,12:03:00,2259.32,2259.91,2259.04,2259.04,1611000
SET100,20150428,12:04:00,2258.60,2259.62,2258.60,2259.24,2755000
SET100,20150428,12:05:00,2258.00,2259.36,2258.00,2259.36,1734000
SET100,20150428,12:06:00,2258.25,2259.32,2258.25,2258.71,721000
SET100,20150428,12:07:00,2258.84,2259.13,2258.42,2258.60,971000
SET100,20150428,12:08:00,2259.36,2259.61,2258.88,2259.61,545000
SET100,20150428,12:09:00,2259.12,2260.33,2259.05,2260.33,522000
SET100,20150428,12:10:00,2259.22,2260.23,2258.81,2258.81,871000
SET100,20150428,12:11:00,2258.91,2260.48,2258.91,2260.05,1506000
SET100,20150428,12:12:00,2258.61,2259.73,2258.61,2259.73,1310000
SET100,20150428,12:13:00,2258.36,2258.99,2258.06,2258.90,1516000
SET100,20150428,12:14:00,2259.84,2259.84,2259.28,2259.28,1266000
SET100,20150428,12:15:00,2260.17,2260.42,2259.19,2259.19,1272000
SET100,20150428,12:16:00,2259.84,2260.62,2259.71,2260.41,1131000
SET100,20150428,12:17:00,2259.14,2259.62,2259.09,2259.62,559000
SET100,20150428,12:18:00,2258.66,2259.29,2258.46,2259.27,1053000
SET100,20150428,12:19:00,2258.64,2258.64,2257.82,2258.54,3483000
SET100,20150428,12:20:00,2258.61,2258.61,2257.50,2257.78,2567000
SET100,20150428,12:21:00,2258.19,2258.76,2257.94,2258.76,1452000
SET100,20150428,12:22:00,2257.82,2257.82,2254.77,2254.77,3455000
SET100,20150428,12:23:00,2254.89,2255.53,2254.89,2255.53,4707000
SET100,20150428,12:24:00,2255.15,2255.15,2254.37,2254.94,1719000
SET100,20150428,12:25:00,2255.62,2255.62,2254.67,2254.67,8906000
SET100,20150428,12:26:00,2254.82,2254.83,2253.68,2253.68,1095000
SET100,20150428,12:27:00,2254.32,2254.32,2253.37,2253.37,1543000
SET100,20150428,12:28:00,2252.93,2252.93,2251.72,2251.72,1937000
SET100,20150428,12:29:00,2252.04,2252.39,2251.05,2251.05,2596000
SET100,20150428,12:30:00,2250.18,2252.87,2249.67,2250.02,16889000
SET100,20150428,14:26:00,2250.02,2250.02,2250.02,2250.02,0
SET100,20150428,14:27:00,2250.02,2250.02,2250.02,2250.02,0
SET100,20150428,14:28:00,2250.02,2250.02,2250.02,2250.02,0
SET100,20150428,14:29:00,2250.02,2250.95,2249.27,2249.27,47968000
SET100,20150428,14:30:00,2249.67,2250.72,2249.66,2250.01,13661000
SET100,20150428,14:31:00,2248.82,2250.58,2248.82,2250.07,8199000
SET100,20150428,14:32:00,2252.36,2252.36,2249.78,2250.40,7430000
SET100,20150428,14:33:00,2250.60,2251.06,2250.60,2250.62,13983000
SET100,20150428,14:34:00,2250.71,2250.71,2250.03,2250.03,4536000
SET100,20150428,14:35:00,2250.40,2250.48,2249.51,2250.48,9493000
SET100,20150428,14:36:00,2250.90,2251.20,2250.76,2250.76,1342000
SET100,20150428,14:37:00,2252.46,2252.46,2250.94,2250.94,4262000
SET100,20150428,14:38:00,2251.14,2251.52,2250.94,2250.94,1628000
SET100,20150428,14:39:00,2250.64,2250.64,2250.01,2250.01,14372000
SET100,20150428,14:40:00,2250.05,2250.05,2248.40,2248.44,8695000
SET100,20150428,14:41:00,2249.17,2250.07,2248.66,2249.78,15435000
SET100,20150428,14:42:00,2249.33,2249.33,2248.10,2248.10,3975000
SET100,20150428,14:43:00,2247.36,2247.47,2246.32,2247.47,5193000
SET100,20150428,14:44:00,2246.70,2247.32,2246.62,2246.62,5184000
SET100,20150428,14:45:00,2247.97,2247.97,2247.05,2247.85,18656000
SET100,20150428,14:46:00,2247.16,2247.16,2246.05,2246.37,5823000
SET100,20150428,14:47:00,2245.70,2246.76,2244.06,2244.06,4332000
SET100,20150428,14:48:00,2244.36,2245.40,2244.36,2244.65,18412000
SET100,20150428,14:49:00,2244.27,2244.80,2243.11,2243.11,12334000
SET100,20150428,14:50:00,2244.26,2244.26,2240.88,2241.79,22931000
SET100,20150428,14:51:00,2241.84,2241.84,2240.80,2240.80,20042000
SET100,20150428,14:52:00,2240.42,2240.42,2239.38,2239.88,18072000
SET100,20150428,14:53:00,2241.00,2241.98,2240.14,2241.98,14465000
SET100,20150428,14:54:00,2240.98,2241.54,2240.34,2241.54,14449000
SET100,20150428,14:55:00,2240.58,2240.79,2240.03,2240.79,14646000
SET100,20150428,14:56:00,2241.49,2242.19,2241.49,2241.58,19551000
SET100,20150428,14:57:00,2242.13,2242.13,2241.20,2241.20,4088000
SET100,20150428,14:58:00,2242.62,2243.22,2242.62,2243.22,9709000
SET100,20150428,14:59:00,2242.62,2243.23,2242.62,2243.17,14155000
SET100,20150428,15:00:00,2243.26,2243.61,2242.92,2243.04,13110000
SET100,20150428,15:01:00,2244.48,2244.53,2243.55,2244.53,7455000
SET100,20150428,15:02:00,2244.98,2245.08,2244.11,2244.55,4260000
SET100,20150428,15:03:00,2245.54,2246.22,2245.33,2246.22,5625000
SET100,20150428,15:04:00,2246.11,2246.63,2244.49,2246.63,5470000
SET100,20150428,15:05:00,2246.13,2247.06,2246.13,2246.68,4160000
SET100,20150428,15:06:00,2246.75,2247.06,2246.26,2246.26,3381000
SET100,20150428,15:07:00,2247.33,2247.33,2246.24,2246.50,7287000
SET100,20150428,15:08:00,2246.88,2246.88,2245.44,2245.44,14467000
SET100,20150428,15:09:00,2247.12,2247.12,2244.58,2245.94,5317000
SET100,20150428,15:10:00,2245.52,2245.59,2244.48,2244.48,2106000
SET100,20150428,15:11:00,2245.73,2245.81,2244.64,2245.81,3535000
SET100,20150428,15:12:00,2246.06,2246.06,2244.68,2244.68,21425000
SET100,20150428,15:13:00,2246.65,2246.73,2244.84,2244.84,12075000
SET100,20150428,15:14:00,2246.04,2246.04,2245.30,2245.85,6443000
SET100,20150428,15:15:00,2245.91,2245.92,2245.78,2245.92,8018000
SET100,20150428,15:16:00,2247.09,2247.09,2245.07,2245.76,3180000
SET100,20150428,15:17:00,2245.74,2246.18,2244.81,2246.18,9189000
SET100,20150428,15:18:00,2245.33,2245.88,2245.33,2245.63,2470000
SET100,20150428,15:19:00,2245.68,2245.68,2245.28,2245.28,4767000
SET100,20150428,15:20:00,2245.62,2245.62,2244.06,2244.06,6319000
SET100,20150428,15:21:00,2246.40,2246.40,2244.81,2245.09,6475000
SET100,20150428,15:22:00,2245.50,2245.50,2243.92,2243.92,3740000
SET100,20150428,15:23:00,2245.71,2246.43,2245.43,2246.43,2872000
SET100,20150428,15:24:00,2246.46,2247.03,2245.58,2245.58,2556000
SET100,20150428,15:25:00,2245.85,2246.04,2243.79,2246.04,5456000
SET100,20150428,15:26:00,2245.74,2245.74,2244.86,2245.49,10140000
SET100,20150428,15:27:00,2246.27,2246.89,2245.56,2246.89,11508000
SET100,20150428,15:28:00,2247.07,2247.99,2246.59,2247.99,2375000
SET100,20150428,15:29:00,2247.13,2248.85,2246.97,2248.85,5420000
SET100,20150428,15:30:00,2248.45,2248.45,2247.58,2248.44,17230000
SET100,20150428,15:31:00,2249.24,2249.24,2247.36,2248.81,3874000
SET100,20150428,15:32:00,2250.54,2250.54,2249.72,2249.74,35082000
SET100,20150428,15:33:00,2248.40,2250.43,2248.40,2250.43,17092000
SET100,20150428,15:34:00,2251.40,2251.78,2250.37,2251.78,13631000
SET100,20150428,15:35:00,2252.90,2252.90,2251.98,2252.17,18324000
SET100,20150428,15:36:00,2252.38,2252.90,2251.17,2252.90,5621000
SET100,20150428,15:37:00,2253.13,2253.13,2252.54,2252.54,5436000
SET100,20150428,15:38:00,2253.11,2253.45,2250.65,2253.45,4884000
SET100,20150428,15:39:00,2253.48,2253.48,2252.03,2252.03,9635000
SET100,20150428,15:40:00,2252.08,2252.28,2250.97,2252.28,8369000
SET100,20150428,15:41:00,2251.96,2252.79,2251.30,2252.30,3816000
SET100,20150428,15:42:00,2250.88,2251.13,2250.88,2251.13,3690000
SET100,20150428,15:43:00,2251.93,2251.93,2251.05,2251.53,6694000
SET100,20150428,15:44:00,2251.67,2251.67,2249.53,2249.53,8371000
SET100,20150428,15:45:00,2251.30,2251.30,2250.86,2251.27,4294000
SET100,20150428,15:46:00,2251.84,2251.84,2251.33,2251.47,4749000
SET100,20150428,15:47:00,2252.15,2253.28,2251.49,2252.12,5465000
SET100,20150428,15:48:00,2252.36,2253.12,2251.42,2253.12,15354000
SET100,20150428,15:49:00,2252.97,2252.97,2252.01,2252.26,3106000
SET100,20150428,15:50:00,2253.14,2253.37,2251.30,2253.37,3565000
SET100,20150428,15:51:00,2252.35,2253.10,2251.03,2251.03,4313000
SET100,20150428,15:52:00,2252.43,2252.43,2250.79,2250.79,3123000
SET100,20150428,15:53:00,2251.07,2251.92,2251.07,2251.30,3328000
SET100,20150428,15:54:00,2252.75,2252.75,2251.44,2251.44,1816000
SET100,20150428,15:55:00,2252.11,2252.11,2251.30,2251.58,8779000
SET100,20150428,15:56:00,2250.37,2250.37,2249.59,2249.59,15246000
SET100,20150428,15:57:00,2249.32,2249.32,2245.97,2246.49,11290000
SET100,20150428,15:58:00,2246.21,2246.21,2244.44,2244.44,22860000
SET100,20150428,15:59:00,2245.71,2245.71,2244.74,2244.74,8726000
SET100,20150428,16:00:00,2245.48,2245.48,2244.25,2244.25,7768000
SET100,20150428,16:01:00,2244.25,2244.25,2242.53,2244.15,2320000
SET100,20150428,16:02:00,2244.31,2244.31,2243.89,2244.26,16592000
SET100,20150428,16:03:00,2243.35,2244.84,2243.35,2244.84,5844000
SET100,20150428,16:04:00,2243.64,2244.97,2243.04,2244.97,37304000
SET100,20150428,16:05:00,2245.17,2245.17,2243.37,2243.37,12801000
SET100,20150428,16:06:00,2245.19,2245.19,2243.83,2244.26,10677000
SET100,20150428,16:07:00,2244.94,2245.03,2242.92,2244.42,6321000
SET100,20150428,16:08:00,2245.51,2245.51,2243.86,2245.23,4122000
SET100,20150428,16:09:00,2246.17,2246.17,2244.98,2245.27,10233000
SET100,20150428,16:10:00,2246.05,2246.05,2244.63,2245.27,5747000
SET100,20150428,16:11:00,2244.55,2245.70,2243.44,2245.70,2677000
SET100,20150428,16:12:00,2246.63,2247.70,2245.33,2247.70,6956000
SET100,20150428,16:13:00,2246.60,2247.34,2245.84,2247.34,5568000
SET100,20150428,16:14:00,2246.59,2247.35,2246.26,2247.35,12734000
SET100,20150428,16:15:00,2247.20,2247.20,2245.71,2247.01,8073000
SET100,20150428,16:16:00,2246.26,2246.26,2244.15,2245.78,4536000
SET100,20150428,16:17:00,2246.33,2247.35,2245.06,2247.35,2350000
SET100,20150428,16:18:00,2247.81,2248.65,2247.81,2248.65,12386000
SET100,20150428,16:19:00,2247.37,2247.73,2246.85,2247.73,6645000
SET100,20150428,16:20:00,2247.81,2248.29,2246.72,2248.29,4567000
SET100,20150428,16:21:00,2249.00,2249.59,2247.71,2249.59,7976000
SET100,20150428,16:22:00,2247.95,2249.18,2247.95,2248.79,3313000
SET100,20150428,16:23:00,2248.37,2249.00,2248.37,2248.65,11300000
SET100,20150428,16:24:00,2249.78,2249.79,2248.90,2249.79,10385000
SET100,20150428,16:25:00,2248.92,2251.50,2248.92,2251.50,13834000
SET100,20150428,16:26:00,2252.07,2252.07,2250.14,2251.07,21873000
SET100,20150428,16:27:00,2250.91,2250.99,2250.29,2250.99,12604000
SET100,20150428,16:28:00,2251.33,2251.33,2250.36,2250.61,14609000
SET100,20150428,16:29:00,2250.71,2251.86,2250.71,2251.24,19556000
SET100,20150428,16:30:00,2250.11,2251.83,2250.11,2251.17,13328000
SET100,20150428,16:31:00,2251.85,2251.85,2251.85,2251.85,1601000
SET100,20150428,16:32:00,2251.85,2251.85,2251.85,2251.85,100000
SET100,20150428,16:33:00,2251.85,2251.85,2251.85,2251.85,0
SET100,20150428,16:34:00,2251.85,2251.85,2251.85,2251.85,0
SET100,20150428,16:35:00,2251.85,2251.85,2251.85,2251.85,0
SET100,20150428,16:36:00,2251.85,2251.85,2251.85,2251.85,0
SET100,20150428,16:37:00,2251.85,2251.85,2251.85,2251.85,0
SET100,20150428,16:38:00,2251.85,2251.85,2249.51,2249.51,204633000
SET100,20150428,16:40:00,2249.51,2249.51,2249.51,2249.51,758000
SET100,20150429,09:57:00,2230.84,2233.41,2230.84,2233.41,36517000
SET100,20150429,09:58:00,2234.23,2234.23,2232.67,2232.67,9235000
SET100,20150429,09:59:00,2232.37,2233.04,2232.13,2232.59,6162000
SET100,20150429,10:00:00,2232.37,2232.63,2231.13,2232.63,16740000
SET100,20150429,10:01:00,2231.55,2231.89,2231.01,2231.89,6424000
SET100,20150429,10:02:00,2232.25,2234.49,2232.25,2234.44,6090000
SET100,20150429,10:03:00,2235.43,2236.28,2235.40,2236.04,10471000
SET100,20150429,10:04:00,2236.66,2237.62,2236.66,2236.81,9605000
SET100,20150429,10:05:00,2236.59,2237.19,2236.21,2236.21,5664000
SET100,20150429,10:06:00,2237.08,2238.01,2236.92,2237.55,7866000
SET100,20150429,10:07:00,2238.55,2238.97,2237.40,2237.40,6752000
SET100,20150429,10:08:00,2237.38,2238.13,2237.38,2237.91,6618000
SET100,20150429,10:09:00,2237.65,2239.24,2237.64,2239.24,7539000
SET100,20150429,10:10:00,2239.56,2240.03,2239.39,2239.53,3266000
SET100,20150429,10:11:00,2240.25,2240.25,2239.16,2239.16,3224000
SET100,20150429,10:12:00,2238.63,2239.85,2238.55,2239.36,8669000
SET100,20150429,10:13:00,2238.70,2239.09,2238.70,2238.70,2694000
SET100,20150429,10:14:00,2239.17,2239.17,2237.01,2237.01,9824000
SET100,20150429,10:15:00,2237.23,2237.23,2236.06,2236.19,4091000
SET100,20150429,10:16:00,2236.54,2237.37,2236.12,2236.12,7069000
SET100,20150429,10:17:00,2236.64,2236.64,2235.09,2235.21,6094000
SET100,20150429,10:18:00,2235.47,2235.81,2235.37,2235.37,3885000
SET100,20150429,10:19:00,2235.20,2235.78,2235.20,2235.38,8662000
SET100,20150429,10:20:00,2235.89,2236.48,2235.17,2235.17,5517000
SET100,20150429,10:21:00,2234.91,2235.30,2234.56,2235.25,7374000
SET100,20150429,10:22:00,2235.55,2236.78,2235.55,2235.99,6165000
SET100,20150429,10:23:00,2236.05,2236.29,2234.86,2236.29,1521000
SET100,20150429,10:24:00,2235.96,2236.53,2235.96,2236.24,4659000
SET100,20150429,10:25:00,2236.04,2237.78,2236.04,2237.78,5010000
SET100,20150429,10:26:00,2239.08,2239.52,2239.02,2239.02,5407000
SET100,20150429,10:27:00,2238.58,2240.16,2238.58,2240.16,10452000
SET100,20150429,10:28:00,2238.89,2240.60,2238.89,2240.06,3198000
SET100,20150429,10:29:00,2239.13,2239.95,2238.91,2239.21,6362000
SET100,20150429,10:30:00,2239.27,2240.15,2239.19,2240.15,3433000
SET100,20150429,10:31:00,2240.07,2240.07,2239.64,2239.82,2797000
SET100,20150429,10:32:00,2239.71,2239.95,2239.65,2239.81,1307000
SET100,20150429,10:33:00,2241.55,2241.67,2240.70,2241.67,7927000
SET100,20150429,10:34:00,2242.25,2242.25,2240.54,2241.66,8377000
SET100,20150429,10:35:00,2241.52,2241.54,2240.24,2240.24,6208000
SET100,20150429,10:36:00,2241.86,2241.97,2241.64,2241.76,7711000
SET100,20150429,10:37:00,2242.80,2243.13,2242.29,2242.29,2403000
SET100,20150429,10:38:00,2241.93,2242.63,2241.93,2242.29,4947000
SET100,20150429,10:39:00,2241.86,2241.86,2239.83,2239.83,8937000
SET100,20150429,10:40:00,2240.68,2241.50,2240.65,2240.65,9677000
SET100,20150429,10:41:00,2240.96,2240.96,2239.97,2240.64,3234000
SET100,20150429,10:42:00,2240.43,2240.43,2240.06,2240.36,4629000
SET100,20150429,10:43:00,2240.42,2240.76,2240.03,2240.41,7590000
SET100,20150429,10:44:00,2240.22,2240.22,2239.57,2239.89,1187000
SET100,20150429,10:45:00,2239.22,2239.22,2237.41,2237.41,26125000
SET100,20150429,10:46:00,2237.89,2238.48,2237.89,2238.48,5960000
SET100,20150429,10:47:00,2238.33,2238.57,2237.66,2238.57,2832000
SET100,20150429,10:48:00,2237.79,2238.20,2236.88,2236.88,1937000
SET100,20150429,10:49:00,2237.03,2238.45,2237.03,2238.45,2116000
SET100,20150429,10:50:00,2237.65,2239.08,2237.65,2237.87,2720000
SET100,20150429,10:51:00,2238.12,2238.55,2237.82,2238.55,1488000
SET100,20150429,10:52:00,2238.36,2238.79,2238.36,2238.57,3994000
SET100,20150429,10:53:00,2238.30,2239.29,2238.06,2239.29,5052000
SET100,20150429,10:54:00,2239.78,2240.85,2239.78,2240.85,4119000
SET100,20150429,10:55:00,2241.51,2242.28,2241.51,2242.28,1946000
SET100,20150429,10:56:00,2242.60,2242.65,2241.49,2242.43,9426000
SET100,20150429,10:57:00,2242.82,2242.82,2241.31,2241.31,19828000
SET100,20150429,10:58:00,2243.40,2244.45,2243.40,2244.45,6203000
SET100,20150429,10:59:00,2243.60,2243.60,2243.13,2243.13,3501000
SET100,20150429,11:00:00,2243.82,2244.39,2243.82,2244.39,3002000
SET100,20150429,11:01:00,2244.00,2244.00,2243.20,2243.20,2922000
SET100,20150429,11:02:00,2242.00,2243.82,2242.00,2243.51,7575000
SET100,20150429,11:03:00,2243.51,2244.13,2243.28,2243.28,2905000
SET100,20150429,11:04:00,2243.65,2244.55,2242.74,2242.74,2426000
SET100,20150429,11:05:00,2242.50,2243.37,2241.97,2241.97,4920000
SET100,20150429,11:06:00,2241.45,2242.46,2241.14,2241.14,2650000
SET100,20150429,11:07:00,2241.74,2243.42,2241.74,2241.83,639000
SET100,20150429,11:08:00,2242.65,2242.65,2241.43,2241.43,547000
SET100,20150429,11:09:00,2242.44,2243.05,2242.17,2243.05,723000
SET100,20150429,11:10:00,2242.50,2243.58,2242.50,2243.15,843000
SET100,20150429,11:11:00,2242.89,2242.89,2241.79,2241.79,663000
SET100,20150429,11:12:00,2242.65,2242.67,2241.69,2242.67,1219000
SET100,20150429,11:13:00,2242.29,2242.29,2241.49,2242.07,884000
SET100,20150429,11:14:00,2242.67,2243.52,2242.44,2242.44,1680000
SET100,20150429,11:15:00,2242.59,2243.31,2241.99,2243.31,850000
SET100,20150429,11:16:00,2242.81,2242.81,2241.42,2241.42,922000
SET100,20150429,11:17:00,2241.16,2241.71,2240.99,2241.58,1560000
SET100,20150429,11:18:00,2243.28,2243.28,2242.16,2242.38,788000
SET100,20150429,11:19:00,2241.90,2241.90,2241.10,2241.30,2839000
SET100,20150429,11:20:00,2242.30,2242.58,2241.83,2241.83,402000
SET100,20150429,11:21:00,2240.47,2241.98,2240.47,2241.98,739000
SET100,20150429,11:22:00,2241.99,2242.09,2241.78,2241.78,1547000
SET100,20150429,11:23:00,2241.09,2242.08,2240.93,2240.93,1528000
SET100,20150429,11:24:00,2241.17,2242.42,2241.09,2241.09,888000
SET100,20150429,11:25:00,2241.17,2241.94,2240.31,2240.65,2199000
SET100,20150429,11:26:00,2240.62,2240.92,2240.44,2240.92,1957000
SET100,20150429,11:27:00,2241.95,2241.95,2241.13,2241.28,3418000
SET100,20150429,11:28:00,2240.82,2241.34,2240.62,2241.34,517000
SET100,20150429,11:29:00,2242.43,2242.43,2241.72,2241.72,2858000
SET100,20150429,11:30:00,2241.76,2242.67,2241.76,2242.64,1450000
SET100,20150429,11:31:00,2242.20,2242.20,2240.26,2241.03,4379000
SET100,20150429,11:32:00,2240.16,2242.02,2240.16,2240.64,2296000
SET100,20150429,11:33:00,2240.11,2241.33,2240.11,2241.33,1077000
SET100,20150429,11:34:00,2240.71,2240.71,2239.61,2239.61,3733000
SET100,20150429,11:35:00,2240.74,2240.74,2239.06,2239.06,2367000
SET100,20150429,11:36:00,2239.01,2239.01,2238.45,2238.57,1474000
SET100,20150429,11:37:00,2238.92,2240.91,2238.92,2239.68,1448000
SET100,20150429,11:38:00,2238.97,2240.01,2238.90,2238.90,11790000
SET100,20150429,11:39:00,2239.47,2239.47,2238.94,2238.94,6444000
SET100,20150429,11:40:00,2238.41,2238.41,2237.23,2237.71,17847000
SET100,20150429,11:41:00,2236.87,2237.34,2236.65,2237.29,7814000
SET100,20150429,11:42:00,2236.65,2237.54,2236.17,2237.54,2564000
SET100,20150429,11:43:00,2237.38,2237.38,2236.24,2236.26,13465000
SET100,20150429,11:44:00,2236.41,2236.43,2236.00,2236.31,6130000
SET100,20150429,11:45:00,2237.08,2237.08,2235.77,2235.77,3209000
SET100,20150429,11:46:00,2236.44,2236.96,2236.29,2236.61,1772000
SET100,20150429,11:47:00,2236.75,2236.75,2235.88,2236.05,7581000
SET100,20150429,11:48:00,2236.14,2236.17,2235.78,2235.78,1266000
SET100,20150429,11:49:00,2235.77,2237.43,2235.77,2236.32,1068000
SET100,20150429,11:50:00,2236.03,2236.38,2235.84,2235.84,2870000
SET100,20150429,11:51:00,2235.52,2235.58,2235.37,2235.45,1370000
